Teacher_ID,First_Name,Last_Name,City_ID,Subject,Years_of_Experience,Education_Level,Latest_Degree,Latest_Degree_Date,Performance_Rating,Classes_Taught,Last_Training_Date
271,Kathleen,Dismukes,8,Physical Education,24,Bachelor,Master of Education,2008-05-27,3.14,5,2024-07-07
272,Roberto,Fisher,14,Science,2,PhD,Master of Education,2010-07-08,3.85,1,2024-02-10
273,Karina,Mccarroll,9,Physical Education,25,Master,PhD in Education,2003-09-25,3.22,1,2024-05-06
274,Cory,Zavala,3,Art,1,PhD,Bachelor of Education,2012-11-25,3.69,4,2024-10-27
275,Erika,Harris,10,History,3,Bachelor,Master of Education,2022-11-14,3.95,2,2024-11-03
276,Matthew,Theriot,4,Math,1,PhD,Master of Arts in Teaching,2012-11-04,3.52,5,2024-07-06
277,Matthew,Mosher,11,Science,7,Bachelor,Doctor of Education,2010-08-23,3.26,1,2024-03-01
278,Betty,Mack,6,History,29,PhD,Master of Arts in Teaching,2005-08-18,4.07,5,2024-07-03
279,Jeffery,Levey,20,Science,21,Bachelor,Master of Science in Education,2004-06-21,4.89,4,2024-08-12
280,Lorna,Rister,11,English,13,Master,Doctor of Education,2002-06-03,4.44,4,2024-12-02
281,Donald,Safford,6,Math,9,Bachelor,Master of Education,2007-07-15,3.6,1,2024-05-04
282,Justin,Delatorre,16,Art,13,Bachelor,Master of Science in Education,2009-03-12,3.57,2,2024-10-13
283,Donald,Bailey,19,History,29,Bachelor,Doctor of Education,2012-08-26,4.38,5,2024-08-15
284,Mary,Scudder,8,Math,23,PhD,PhD in Education,2010-04-05,3.96,1,2024-12-10
285,Carol,Desoto,18,History,2,Bachelor,PhD in Education,2006-11-12,3.63,2,2024-05-16
286,Rhona,Herrera,14,Physical Education,17,Master,Master of Arts in Teaching,2014-09-11,3.07,4,2024-05-13
287,Emily,Parish,18,English,12,Bachelor,Master of Science in Education,2003-05-17,3.24,4,2024-09-25
288,Lois,Johnson,2,Science,6,Bachelor,Doctor of Education,2009-01-28,4.85,4,2024-07-22
289,Lorenza,Nugent,5,Math,21,Master,Master of Science in Education,2016-01-18,3.72,4,2024-02-14
290,Alice,Christiansen,2,Physical Education,25,Bachelor,Master of Science in Education,2020-09-15,3.33,2,2024-06-12
291,Susan,Carney,20,Physical Education,4,Master,Bachelor of Education,2004-03-09,3.76,4,2024-06-15
292,Jennifer,Bragg,20,Art,22,PhD,Master of Science in Education,2020-01-08,3.84,5,2024-06-07
293,Robt,Brown,11,Science,23,Master,Bachelor of Education,2002-06-17,4.82,1,2024-06-30
294,Lynn,Sallade,16,Art,9,Bachelor,Bachelor of Education,2009-09-17,3.96,2,2024-02-22
295,Mildred,Stecklein,19,Physical Education,16,PhD,Master of Education,2021-01-02,4.24,2,2024-05-02
296,Chester,Lolley,12,English,7,Bachelor,Doctor of Education,2008-09-20,4.91,3,2024-08-09
297,Kristan,Riggins,12,Physical Education,23,Bachelor,Master of Education,2004-06-19,4.72,1,2024-02-22
298,Macy,Giron,14,Math,13,PhD,Master of Education,2021-01-17,3.77,4,2024-11-21
299,Louise,Grande,14,Science,16,Bachelor,Master of Education,2009-11-24,3.51,1,2024-03-25
300,Danny,Bullock,2,History,18,PhD,Bachelor of Education,2021-05-25,4.2,5,2024-06-13
301,Sue,Denham,9,Art,14,Bachelor,Bachelor of Education,2020-05-23,3.73,2,2024-05-10
302,Gerald,Welch,19,History,8,Bachelor,Doctor of Education,2019-01-25,4.7,5,2024-03-16
303,Luisa,Taylor,11,Physical Education,20,PhD,Master of Arts in Teaching,2019-02-22,4.68,2,2024-11-13
304,Ulysses,Richardson,19,Math,26,PhD,Master of Education,2001-03-10,3.55,5,2024-01-31
305,Kyle,King,14,Science,14,PhD,Master of Education,2014-09-02,3.48,5,2024-05-25
306,Patricia,Stacy,11,History,20,Bachelor,Master of Science in Education,2020-05-24,4.31,4,2024-06-24
307,Howard,Rabil,7,English,8,Bachelor,Bachelor of Education,2007-12-22,3.23,5,2024-04-13
308,Helen,Loken,19,Science,8,Master,Master of Education,2017-08-23,3.0,2,2024-06-03
309,Cesar,Holloway,1,Art,29,Bachelor,Master of Science in Education,2011-10-30,4.22,3,2024-05-10
310,Kayla,Mccord,16,History,12,Master,PhD in Education,2003-03-11,4.27,1,2024-01-20
311,Elizabeth,Crook,14,History,3,PhD,PhD in Education,2012-07-28,3.27,5,2024-02-07
312,Judith,Dixon,15,English,23,Master,Doctor of Education,2002-07-22,4.03,2,2024-06-21
313,Troy,Castaneda,15,English,25,Master,Bachelor of Education,2017-03-12,3.47,3,2024-02-13
314,Daren,Bustos,11,Art,23,Bachelor,PhD in Education,2019-06-25,3.94,5,2024-07-27
315,Eric,Ness,10,Science,15,Master,Master of Science in Education,2007-08-08,4.25,2,2024-12-30
316,James,Schwass,7,Physical Education,27,Bachelor,Bachelor of Education,2004-10-17,3.71,3,2024-03-13
317,Maggie,Nielsen,2,History,8,Master,Bachelor of Education,2020-05-03,4.82,4,2024-03-06
318,Steven,Salas,9,Art,12,Bachelor,PhD in Education,2013-03-10,3.07,2,2024-03-30
319,Beth,Agnello,20,Science,8,Bachelor,Master of Arts in Teaching,2013-09-21,3.43,4,2024-09-03
320,Vida,Gonzalez,19,English,12,Bachelor,Bachelor of Education,2005-06-05,4.72,3,2024-07-24
321,Margaret,Jeffers,14,Physical Education,5,Bachelor,Master of Education,2007-03-26,3.88,5,2024-02-02
322,Mary,Mabe,7,Math,11,Bachelor,Master of Education,2015-06-30,3.38,3,2024-08-29
323,Trina,Bailey,15,Science,24,PhD,PhD in Education,2000-10-16,4.35,4,2024-11-02
324,Nellie,Young,17,Math,1,Master,Master of Science in Education,2007-07-22,3.18,2,2024-03-08
325,Sandra,Hilgert,10,English,29,Master,Master of Education,2013-06-29,3.72,2,2024-09-22
326,Roger,Smith,10,Math,14,Master,Master of Education,2017-07-14,4.21,2,2024-03-26
327,Peter,Darlington,20,History,4,Bachelor,Master of Science in Education,2012-11-06,4.52,3,2024-08-18
328,Cheryl,Wilton,2,Science,26,PhD,Master of Education,2010-11-19,3.48,1,2024-01-13
329,Lana,Riley,13,Science,16,PhD,Doctor of Education,2022-08-15,4.92,1,2024-10-18
330,Jacqueline,Bowers,5,History,13,Master,Master of Science in Education,2015-01-31,3.85,4,2024-09-09
331,Geraldine,Greer,6,Physical Education,8,PhD,Bachelor of Education,2013-12-26,4.59,3,2024-02-28
332,Michael,Davis,20,English,24,Master,Master of Arts in Teaching,2011-01-17,3.19,1,2024-11-15
333,Carl,Miller,16,Art,23,Master,Master of Education,2002-05-13,4.21,4,2024-11-21
334,Juan,Redd,8,Physical Education,23,Bachelor,PhD in Education,2023-01-22,3.16,5,2024-11-18
335,Douglas,Cabrera,12,Art,18,Bachelor,PhD in Education,2016-07-11,3.53,1,2024-08-26
336,David,Christian,20,English,16,Bachelor,Master of Arts in Teaching,2011-12-31,4.53,2,2024-01-05
337,Dwight,Mangan,13,Art,26,Master,PhD in Education,2011-04-05,4.39,3,2024-02-09
338,Linda,Blanchard,16,Physical Education,20,PhD,Bachelor of Education,2012-04-19,4.7,2,2024-10-28
339,Christine,Holton,2,Art,5,Master,PhD in Education,2011-05-01,3.64,1,2024-03-23
340,Lisa,Miller,9,Art,23,Master,Master of Arts in Teaching,2019-05-20,3.74,1,2024-05-24
341,Darrell,Horne,20,Physical Education,7,Master,Doctor of Education,2014-09-11,4.26,5,2024-03-06
342,Guadalupe,Mcgowan,20,English,16,PhD,Master of Science in Education,2012-09-20,4.75,2,2024-07-26
343,Yolanda,Crook,7,Math,23,Master,Doctor of Education,2012-01-25,3.93,1,2024-11-07
344,Rocco,Bernier,3,Math,3,PhD,PhD in Education,2015-07-30,3.82,4,2024-04-09
345,Beulah,Ensley,9,Art,15,PhD,Doctor of Education,2014-01-14,4.33,4,2024-04-28
346,Christopher,Guss,15,Science,11,PhD,Master of Education,2007-04-11,4.22,1,2024-09-27
347,Joe,Ayala,1,English,22,Master,Doctor of Education,2009-10-06,3.14,5,2024-01-12
348,Linda,Gardner,19,Math,5,PhD,Doctor of Education,2020-09-01,3.4,3,2024-09-07
349,Russell,Wilson,7,English,21,PhD,Bachelor of Education,2014-02-23,4.51,2,2024-07-18
350,Verna,Olives,16,Physical Education,14,Master,Master of Science in Education,2023-11-16,3.53,3,2024-02-20
351,Robert,Mapston,6,Physical Education,12,Bachelor,Doctor of Education,2009-11-30,3.12,4,2024-07-29
352,Ronald,Meyer,5,Art,11,Master,Doctor of Education,2012-05-13,3.94,1,2024-08-03
353,Glenda,Kamaka,7,Science,9,Bachelor,Master of Education,2002-06-23,3.36,1,2024-10-31
354,Sean,Williams,20,Physical Education,8,PhD,PhD in Education,2019-05-10,3.75,5,2024-12-23
355,Maybell,Hurd,12,Physical Education,27,Bachelor,Master of Science in Education,2005-02-26,4.37,3,2024-08-26
356,Jermaine,Wells,15,Art,28,Master,Doctor of Education,2006-07-28,3.95,4,2024-10-16
357,Anthony,Bowie,1,Math,10,Bachelor,Master of Arts in Teaching,2005-05-01,4.68,1,2024-06-18
358,Valentina,Vines,16,Art,26,PhD,Doctor of Education,2019-02-13,3.37,2,2024-03-24
359,Adrian,Hawkes,10,English,19,PhD,PhD in Education,2019-04-12,4.23,2,2024-02-11
360,Courtney,Scharf,10,Science,12,PhD,Bachelor of Education,2021-04-09,4.64,5,2024-09-16
361,Jennifer,Brennan,14,English,9,PhD,Master of Science in Education,2009-07-12,4.32,3,2024-02-22
362,Jose,Vanderpool,13,Science,2,Bachelor,Master of Science in Education,2002-04-28,3.79,4,2024-02-08
363,Melanie,Pollard,5,History,15,Bachelor,Doctor of Education,2021-05-11,4.54,4,2024-12-30
364,Ruby,Jordan,11,Art,26,Master,Master of Education,2005-10-10,3.76,4,2024-07-13
365,Sophia,Larkin,19,Math,12,Master,Master of Science in Education,2015-09-01,3.92,2,2024-11-22
366,Raymond,Hanners,13,History,3,Master,Master of Education,2006-01-02,4.14,4,2024-10-06
367,Loan,Bradshaw,4,Art,1,Master,Master of Arts in Teaching,2019-09-25,4.23,3,2024-08-26
368,Heather,Finn,17,Art,17,Master,Bachelor of Education,2002-08-24,4.76,5,2024-12-04
369,Bruce,Talbot,1,Math,9,Master,Master of Arts in Teaching,2019-10-16,4.62,5,2024-06-14
370,Jennifer,Hoggatt,4,Science,14,Master,Bachelor of Education,2006-02-21,4.16,2,2024-09-12
371,Isabel,Vogt,17,English,22,Bachelor,PhD in Education,2019-08-04,4.69,5,2024-01-23
372,William,Schuman,9,Physical Education,14,Master,Master of Science in Education,2014-10-03,4.59,3,2024-11-15
373,Lisa,Higgins,12,Art,12,Bachelor,Master of Arts in Teaching,2007-11-20,3.58,3,2024-03-25
374,Jamal,Taggert,17,Math,11,Bachelor,Master of Arts in Teaching,2023-02-06,4.93,5,2024-12-24
375,John,Ocampo,13,English,16,Master,Master of Arts in Teaching,2010-12-21,3.53,5,2024-11-28
376,Raymond,Braden,8,English,3,Master,Bachelor of Education,2008-08-03,4.84,3,2024-07-06
377,Melba,Hickman,19,History,26,PhD,Master of Arts in Teaching,2013-11-13,3.99,1,2024-02-09
378,Devin,Burton,17,Art,6,Bachelor,Bachelor of Education,2019-01-26,4.8,4,2024-12-26
379,Karl,Fuchs,3,Physical Education,16,Bachelor,PhD in Education,2005-05-21,4.72,1,2024-09-19
380,Martha,Shaw,1,History,13,Master,Master of Education,2000-03-22,4.12,4,2024-07-17
381,Milo,Wells,14,Math,5,Master,Master of Education,2020-05-13,3.91,2,2024-09-21
382,Joshua,Ali,17,Physical Education,21,PhD,Doctor of Education,2005-06-25,3.39,2,2024-12-12
383,Judy,Garcia,13,Math,7,PhD,PhD in Education,2000-08-14,3.32,4,2024-04-09
384,Kristin,Goble,18,Math,6,Master,PhD in Education,2020-04-16,3.27,5,2024-02-10
385,Bradley,Mcabee,18,Art,13,Master,PhD in Education,2001-02-03,4.4,4,2024-07-14
386,Lori,Morrow,12,Math,10,Bachelor,Master of Arts in Teaching,2017-04-13,4.42,3,2024-12-02
387,Frank,Wraight,5,Art,17,PhD,Master of Education,2010-01-07,4.16,3,2024-01-16
388,Cynthia,Mcthay,10,Science,20,Master,Master of Education,2004-04-09,3.82,4,2024-09-29
389,Nita,Berry,2,Science,22,PhD,Doctor of Education,2007-08-24,4.88,2,2024-01-13
390,Larry,Green,3,Math,25,PhD,Master of Education,2008-01-01,4.84,3,2024-10-08
391,Dorothy,Rendon,4,Art,12,PhD,PhD in Education,2001-11-13,4.22,3,2024-10-20
392,John,Nesbitt,1,Math,18,PhD,Bachelor of Education,2006-02-23,4.39,5,2024-01-23
393,Audrey,Kearns,6,Science,27,Master,Doctor of Education,2023-02-21,4.71,3,2024-04-02
394,Edward,Marino,20,Science,24,Bachelor,Master of Education,2023-08-19,3.67,5,2024-07-04
395,Beverly,Baldwin,20,History,27,PhD,Doctor of Education,2002-10-09,4.72,3,2024-07-22
396,Cynthia,Yamada,4,Math,13,Master,Master of Education,2019-01-27,3.83,4,2024-04-07
397,Joseph,Brock,11,Math,12,PhD,Master of Education,2021-08-19,3.94,5,2024-09-26
398,Nicholas,Boggs,18,Math,26,Master,Bachelor of Education,2010-05-11,4.27,5,2024-10-21
399,Raymond,Campbell,1,English,19,Bachelor,Master of Science in Education,2009-09-05,4.5,1,2024-12-19
400,Valerie,Willis,8,Physical Education,1,PhD,PhD in Education,2009-02-24,3.54,2,2024-07-10
401,David,Callahan,9,Math,28,Bachelor,Master of Arts in Teaching,2019-07-25,3.89,3,2024-04-28
402,Mark,Willis,8,Science,9,PhD,Bachelor of Education,2006-04-09,4.5,4,2024-08-28
403,Leland,Mettig,10,English,7,PhD,PhD in Education,2002-11-11,3.57,4,2024-01-30
404,Alfred,Parks,6,History,12,Bachelor,Master of Arts in Teaching,2004-12-28,3.89,2,2024-01-27
405,Justin,Nelson,5,History,19,Bachelor,Bachelor of Education,2007-12-13,4.23,4,2024-11-04
406,Jeffrey,Neuhoff,12,Art,27,PhD,Bachelor of Education,2019-01-02,3.95,2,2024-11-26
407,Abdul,Jacques,13,Physical Education,29,Bachelor,Doctor of Education,2017-10-04,3.45,1,2024-12-06
408,Maria,Dibble,11,Science,23,PhD,Master of Science in Education,2013-06-03,3.34,3,2024-07-09
409,Gale,Wilson,14,English,12,Bachelor,Master of Education,2011-11-21,3.06,3,2024-10-01
410,Tasha,Bramlett,13,Physical Education,28,Bachelor,Master of Science in Education,2019-12-28,3.1,4,2024-04-17
411,Samantha,Swann,12,Art,7,Bachelor,Master of Arts in Teaching,2010-10-06,4.04,5,2024-10-12
412,Lois,Mcelwee,9,Science,18,PhD,PhD in Education,2013-02-01,3.78,3,2024-10-20
413,Jesus,Economou,8,History,17,Master,Master of Science in Education,2010-03-14,3.93,4,2024-01-17
414,Mikel,Fair,11,Art,2,Bachelor,Master of Education,2016-03-05,3.1,4,2024-09-01
415,Don,Regalado,14,Science,8,Master,Master of Education,2003-08-21,3.84,5,2024-01-19
416,Joseph,Githens,15,Physical Education,3,PhD,Bachelor of Education,2011-10-08,4.1,1,2024-07-02
417,Joseph,Heard,5,Art,22,Bachelor,Master of Arts in Teaching,2015-03-15,4.68,5,2024-08-05
418,Aron,Barbee,16,Art,26,Bachelor,Master of Science in Education,2003-08-30,4.72,1,2024-04-12
419,Linda,Phillips,3,Science,26,Bachelor,PhD in Education,2014-10-13,3.0,3,2024-06-03
420,Jose,Foret,18,Art,23,Master,Master of Education,2004-11-15,3.3,4,2024-02-07
421,James,Pierce,6,English,8,Master,Bachelor of Education,2021-06-05,4.91,4,2024-12-20
422,Rudolph,Root,14,Science,1,Bachelor,PhD in Education,2000-07-25,3.74,5,2024-04-06
423,Richard,Bachand,3,History,7,Master,Master of Education,2000-07-02,4.9,2,2024-06-13
424,John,Denney,3,English,14,PhD,Doctor of Education,2016-04-05,3.28,5,2024-08-07
425,Antonio,Zalewski,20,English,15,Master,Master of Science in Education,2017-08-14,3.22,5,2024-03-05
426,John,Lanz,6,English,15,Master,Bachelor of Education,2013-07-10,3.53,3,2024-04-21
427,Mark,Rouse,10,Art,23,Bachelor,PhD in Education,2015-02-02,4.73,3,2024-05-16
428,James,Stott,11,Physical Education,26,PhD,Bachelor of Education,2007-11-21,3.78,2,2024-09-04
429,Claudio,Clowes,6,Art,23,Master,PhD in Education,2005-11-28,4.13,2,2024-10-15
430,Curtis,Driver,4,History,12,Bachelor,Master of Education,2014-11-18,3.47,2,2024-12-15
431,Daniel,Hobby,2,English,1,Master,Bachelor of Education,2013-01-09,4.02,3,2024-05-17
432,Joseph,Perez,15,Physical Education,25,Bachelor,Bachelor of Education,2004-09-22,4.11,3,2024-05-29
433,Denise,Ensminger,1,Math,18,Master,Bachelor of Education,2003-02-19,4.29,2,2024-01-17
434,Suzanne,Rangel,9,History,24,Bachelor,Bachelor of Education,2015-02-07,4.02,2,2024-10-23
435,Sara,Davis,12,History,26,Bachelor,Master of Education,2009-12-01,3.45,3,2024-04-24
436,Brenda,Barnes,13,Math,18,Bachelor,Master of Science in Education,2011-01-13,4.32,3,2024-05-09
437,Craig,Iannotti,13,Physical Education,20,Master,PhD in Education,2016-12-19,3.74,4,2024-08-18
438,Ruth,Mcdonald,16,Math,1,Master,Master of Arts in Teaching,2005-07-15,4.91,2,2024-09-01
439,Todd,Lawton,2,Art,1,PhD,Master of Education,2009-03-19,3.86,2,2024-02-02
440,Lori,Patterson,14,Science,13,Master,PhD in Education,2020-09-24,3.15,1,2024-08-20
441,Loretta,Rubino,17,Physical Education,22,PhD,Master of Arts in Teaching,2014-11-30,4.91,5,2024-12-26
442,Joseph,Smalls,20,Art,25,Bachelor,Doctor of Education,2020-04-08,3.76,5,2024-06-05
443,Everett,Tyer,5,English,6,PhD,Doctor of Education,2008-07-08,4.72,2,2024-02-26
444,Diana,Lower,16,History,6,PhD,Master of Education,2009-06-11,3.21,5,2024-08-29
445,Homer,Dover,10,Physical Education,1,PhD,Master of Science in Education,2006-02-18,4.38,2,2024-09-10
446,Doris,Flynn,9,History,23,PhD,Master of Education,2001-05-20,4.91,4,2024-10-10
447,Michael,Miller,11,Math,5,PhD,Master of Education,2017-03-11,4.26,3,2024-06-24
448,Jackie,Ham,13,Physical Education,11,Master,Master of Education,2014-07-08,4.05,4,2024-07-15
449,Audrea,Neff,7,Math,20,Bachelor,Master of Education,2008-05-05,3.28,3,2024-06-01
450,Megan,Bailey,17,History,11,PhD,Master of Arts in Teaching,2000-10-17,3.39,1,2024-03-05
451,Monica,Juckett,5,Art,9,Master,PhD in Education,2020-11-23,4.55,3,2024-05-31
452,Thomas,Zenger,8,Art,3,Bachelor,Master of Arts in Teaching,2009-03-24,3.78,3,2024-01-18
453,Sonny,Curley,16,Math,24,PhD,Master of Education,2014-12-20,4.59,2,2024-10-19
454,Leticia,Pults,16,Math,19,PhD,Bachelor of Education,2019-06-07,3.92,2,2024-10-17
455,Jonathan,Fenn,4,Art,20,Master,PhD in Education,2007-05-15,3.65,5,2024-06-29
456,Dennis,Swoager,8,Math,26,Bachelor,PhD in Education,2019-09-15,4.67,1,2024-06-29
457,Charlotte,Brown,12,Art,26,Master,Bachelor of Education,2020-08-12,4.23,1,2024-11-07
458,Rose,Yost,8,Math,12,PhD,Master of Education,2000-11-11,4.21,4,2024-01-02
459,Andrew,Cunningham,14,English,19,Master,Bachelor of Education,2022-05-26,3.4,5,2024-01-30
460,Lindsey,Riley,10,English,14,PhD,Master of Arts in Teaching,2022-04-16,4.46,4,2024-04-27
461,Scott,Thompson,18,History,14,Master,Master of Science in Education,2007-02-04,3.8,3,2024-04-13
462,Tanner,Shinabery,18,History,26,Bachelor,Master of Education,2005-10-04,4.43,4,2024-07-17
463,Alice,Ruth,5,Science,8,Bachelor,Master of Arts in Teaching,2000-11-15,3.39,4,2024-11-15
464,Victor,Simpson,5,Math,20,Master,Doctor of Education,2016-03-05,4.78,5,2024-09-02
465,Joseph,Cruz,3,Art,2,PhD,Master of Arts in Teaching,2000-05-01,4.8,4,2024-07-09
466,Stanley,Milosevic,12,Art,11,Bachelor,Doctor of Education,2015-09-17,4.88,4,2024-07-06
467,Marva,Boutte,2,Physical Education,28,PhD,Master of Arts in Teaching,2016-04-09,4.59,1,2024-05-26
468,Antoinette,Ceja,5,History,27,Bachelor,Master of Science in Education,2011-10-21,4.54,1,2024-09-02
469,Duane,Valentine,19,English,20,Master,Master of Arts in Teaching,2014-02-09,3.03,2,2024-11-24
470,Shane,Justice,12,English,6,Bachelor,Master of Education,2015-06-19,3.97,2,2024-02-03
471,Jose,Laud,18,English,26,Master,PhD in Education,2017-06-07,4.96,5,2024-11-13
472,Fannie,Watkins,2,English,29,Master,Doctor of Education,2015-08-12,3.71,2,2024-02-27
473,Jeffrey,Allen,17,History,29,Bachelor,Doctor of Education,2011-11-20,4.83,2,2024-09-19
474,Neal,Mccormick,15,Art,8,PhD,Master of Education,2000-10-26,4.4,2,2024-06-20
475,Susan,Warren,19,English,22,PhD,Master of Education,2010-12-27,3.05,2,2024-09-10
476,Nancy,Tull,18,Math,17,Bachelor,Bachelor of Education,2019-07-02,4.37,1,2024-01-05
477,Chauncey,Ennis,5,Science,2,PhD,Doctor of Education,2006-01-29,4.7,3,2024-09-22
478,Mary,Lopez,7,English,4,Bachelor,Master of Science in Education,2020-12-30,3.12,2,2024-12-08
479,Jim,Curtis,17,Math,16,Master,Master of Arts in Teaching,2018-03-15,3.17,1,2024-05-09
480,Sophia,Cyphers,5,Physical Education,7,PhD,Master of Arts in Teaching,2006-03-30,3.41,5,2024-11-09
481,William,Ramires,8,Physical Education,11,PhD,Master of Arts in Teaching,2006-09-08,4.99,2,2024-11-24
482,Mary,Clairmont,9,Science,2,PhD,Master of Education,2017-09-01,3.9,5,2024-11-06
483,Andre,Weatherford,11,English,11,Master,Master of Science in Education,2012-10-04,3.14,5,2024-04-27
484,Mary,Mccormick,19,Physical Education,13,PhD,Master of Education,2022-05-09,4.25,5,2024-12-16
485,Daniel,Marchan,15,Science,7,PhD,PhD in Education,2007-04-12,4.85,3,2024-10-30
486,Andrea,Becker,11,English,13,PhD,Master of Arts in Teaching,2006-12-01,3.56,4,2024-02-12
487,Michael,Ortiz,17,Science,6,Bachelor,Bachelor of Education,2014-08-23,4.4,5,2024-07-20
488,Mary,Caudill,9,English,19,Bachelor,Master of Arts in Teaching,2020-03-16,3.74,1,2024-12-05
489,Dan,Stilson,15,History,10,Bachelor,Master of Education,2021-09-12,3.03,1,2024-01-04
490,Martha,Crittenden,15,Art,19,PhD,Master of Arts in Teaching,2005-08-03,3.46,5,2024-10-12
491,Christopher,Malcolm,9,English,4,Master,Master of Education,2015-06-17,3.73,3,2024-08-17
492,William,Wells,10,Math,13,PhD,PhD in Education,2009-10-26,4.6,2,2024-09-10
493,Natalie,Coffin,20,Math,17,PhD,PhD in Education,2015-06-29,3.19,5,2024-03-26
494,Betty,Sellers,4,English,19,Master,PhD in Education,2021-12-22,4.59,2,2024-09-08
495,Grace,Weeks,4,Math,1,Master,PhD in Education,2021-01-21,4.91,1,2024-05-28
496,James,Robinson,18,Math,10,Master,Master of Science in Education,2022-11-05,4.11,5,2024-02-26
497,Louise,Merklein,18,History,29,Bachelor,Doctor of Education,2000-08-24,4.35,1,2024-07-10
498,Marion,Millard,14,History,7,Master,PhD in Education,2014-02-02,4.8,1,2024-04-18
499,Nancy,Henry,1,Physical Education,4,PhD,Master of Science in Education,2016-07-10,3.73,5,2024-11-14
500,Todd,Tilghman,4,Art,18,PhD,Master of Science in Education,2015-02-04,3.62,1,2024-02-25
501,Matthew,Perry,8,Physical Education,15,Bachelor,Doctor of Education,2012-09-15,4.18,3,2024-02-24
502,Clara,Franklin,2,Math,24,PhD,Master of Arts in Teaching,2003-02-20,4.31,4,2024-10-02
503,Anne,Cannon,3,Physical Education,8,Bachelor,Master of Arts in Teaching,2015-10-20,3.07,1,2024-09-10
504,Vernice,Hicks,20,Science,6,Master,PhD in Education,2008-07-28,4.1,3,2024-12-23
505,Jeffrey,Schultz,15,History,13,PhD,Master of Science in Education,2006-07-02,4.04,2,2024-06-17
506,Millie,Peak,9,Math,15,PhD,Doctor of Education,2007-10-09,3.08,5,2024-04-23
507,Rosemary,Parton,1,History,27,Bachelor,PhD in Education,2012-02-17,3.74,5,2024-11-04
508,Vicente,Petitt,18,Math,11,PhD,Master of Education,2001-04-02,4.09,3,2024-03-28
509,Leslie,Mcfadden,17,English,16,Master,Master of Science in Education,2012-10-19,3.93,1,2024-05-29
510,Martha,Faulkner,15,Science,28,Master,Doctor of Education,2017-09-19,3.65,2,2024-01-03
511,Ruth,Kohler,3,History,11,Master,Master of Education,2009-06-18,4.78,4,2024-07-02
512,Kristie,Corey,14,History,29,PhD,Master of Science in Education,2008-08-26,3.21,4,2024-10-13
513,Cesar,Winkler,11,Art,15,Bachelor,Bachelor of Education,2002-09-18,3.5,2,2024-03-01
514,James,Perez,19,Physical Education,9,Master,Master of Arts in Teaching,2021-11-03,4.9,3,2024-03-08
515,Matthew,Esposito,3,Physical Education,3,Master,Master of Science in Education,2019-08-04,4.48,3,2024-07-19
516,Maria,Hornak,9,English,22,PhD,Master of Education,2014-11-25,4.9,5,2024-05-23
517,Virginia,Williams,18,English,28,Master,Doctor of Education,2008-08-15,4.34,4,2024-10-02
518,Steve,Hilse,1,Math,11,PhD,Master of Science in Education,2015-02-11,4.59,3,2024-08-17
519,Catherine,Kilberg,6,History,16,Master,Master of Science in Education,2002-07-21,3.85,2,2024-02-03
520,Katrina,Slater,20,Science,7,Bachelor,Master of Education,2009-01-10,4.46,4,2024-03-14
521,Cynthia,Mistrot,13,History,29,Bachelor,PhD in Education,2011-04-07,3.2,2,2024-09-08
522,Dale,Espinosa,11,English,23,PhD,Bachelor of Education,2022-04-06,4.94,5,2024-01-27
523,John,Powell,18,English,26,PhD,Master of Arts in Teaching,2016-05-29,4.71,5,2024-01-21
524,Mary,Hubbard,20,History,23,Bachelor,Master of Arts in Teaching,2004-09-26,4.33,4,2024-05-04
525,Harold,Teague,20,Math,2,Master,Bachelor of Education,2017-03-15,4.61,2,2024-04-26
526,Linda,Kilgore,16,Physical Education,28,Bachelor,Master of Education,2006-12-28,3.91,2,2024-01-09
527,Jessica,Ritchie,13,History,10,PhD,Doctor of Education,2001-03-10,4.37,4,2024-09-07
528,Alexander,Peng,11,History,8,PhD,Master of Arts in Teaching,2010-01-31,3.66,4,2024-02-15
529,Molly,Hughes,10,English,25,Master,Bachelor of Education,2016-01-04,3.22,4,2024-12-29
530,Oscar,Hemmen,9,Science,13,Bachelor,PhD in Education,2000-10-09,3.13,4,2024-05-27
531,James,Odell,3,Physical Education,6,Bachelor,Master of Education,2018-06-06,4.55,4,2024-04-23
532,Leslie,Castillo,5,Art,3,Master,Master of Education,2011-09-09,3.44,5,2024-03-17
533,Carla,Cole,6,Physical Education,27,PhD,Master of Arts in Teaching,2020-03-16,4.88,2,2024-12-30
534,Jillian,Chaney,19,History,12,Bachelor,Bachelor of Education,2011-06-07,3.37,5,2024-05-18
535,Becky,Muilenburg,13,Art,18,PhD,PhD in Education,2013-10-07,4.93,1,2024-06-12
536,Sarah,Goard,5,Physical Education,11,PhD,Doctor of Education,2003-03-24,3.62,1,2024-05-23
537,Edward,Daum,18,History,26,Master,Master of Science in Education,2023-04-16,3.77,1,2024-04-19
538,Cynthia,Myles,2,Art,23,Bachelor,PhD in Education,2006-09-04,4.64,5,2024-12-23
539,Caroline,Godeaux,14,Physical Education,9,Bachelor,PhD in Education,2012-10-23,3.52,4,2024-08-25
540,Jessica,Calvillo,3,Art,2,Bachelor,Doctor of Education,2011-11-26,3.86,3,2024-06-14
541,Lucas,Kelley,12,Math,14,PhD,Bachelor of Education,2022-08-28,3.95,2,2024-09-07
